Category,Sub Category,Question,answer A,Answer B,Answer C,Answer D,correct answer,Difficulty,Last used,Frequency,Reg  or TT
Q&A,,Who has the most Oscars,,,,,Walt Disney,,,,Reg
Q&A,,"What is the name of the film, where Mel Gibson can hear women's thoughts?",,,,,What Women Want,,,,Reg
Q&A,,"Which toy was stolen in the Pixar feature, Toy Story 2?",,,,,Woody,,,,Reg
Q&A,,Alan Stuart Konigsberg famous as who,,,,,Woody Allen,,,,Reg
Q&A,,Which film is this quote from: “I wanted it to be you. I wanted it to be you so badly.”,,,,,You’ve Got Mail,,,,Reg
Q&A,,"The first episode of Golden Girls aired in what year? 1 point for within a year, 2 for exact",,,,,1985,,,,Reg
Q&A,,100 Which Hollywood star has made the cover of Life most times,,,,,Elizabeth Taylor,2,,,Reg
Q&A,,98 Which film star was the first to appear on a postage stamp,,,,,Grace Kelly,2,,,Reg
Q&A,,Possum Pie is a popular dessert from U.S. state?,,,,,Arkansas,,1/15/2021,1,Reg
Q&A,,What utensil did Kellogg’s make out of fruit loops? ,,,,,Straw,,,,Reg
Q&A,,What soda company did Frito-Lay merge with in 1965?,,,,,Pepsi-Cola,,12/26/2019,2,Reg
Q&A,,What juice is combined with vodka to make a Greyhound?,,,,,Grapefruit,,12/30/2019,3,Reg
Q&A,,"What is nori, an ingredient used in the making of sushi?",,,,,Seaweed,,12/30/2019,3,Reg
Q&A,,True or false: The first TV dinner commercially sold was due to an employee over ordering 260 tons of turkey?,,,,,TRUE,,11/25/2020,1,Reg
Q&A,,The average person will walk almost 5 or 6 times around the equator,,,,,5,,,,Reg
Q&A,,"How many letter sdid the original Hawaiian alphabet have? 10, 13, or 17?",,,,,17,,,,Reg
Q&A,,"What year was John Lennon killed? 1980, 182, 1984?",,,,,1980,,,,Reg
Q&A,,What time are daylight saving changes made in the US?,,,,,2AM,,,,Reg
Q&A,,"After Germany's unconditional surrender on May 8th or 1945, how many military occupation zones was Germany divided in to?",,,,,Four,,,,Reg
Q&A,,It’s the capital city where Jean-Claude van Damme hails from?,,,,,"Brussels, Belgium",,9/23/2021,1,Reg
Q&A,,What Nationality is Ewin McGregor?,,,,,Scottish,,11/27/2018,1,Reg
Q&A,,Who played Storm in the 2000 film X-men?,,,,,Halle Berry,,2/28/2022c,1,Reg
Q&A,,"Colin Firth was a stuttering King in the kings Speech, correctly spell stuttering",,,,,Stuttering,,11/28/2018,1,Reg
Q&A,,"What was the nickname of American frontierswoman Martha Jane Cannary, known for her association with Wild Bill Hickok?",,,,,Calamity Jane,,12/6/2018,3,Reg
Q&A,,In what country is it illegal to waste supermarket food?,,,,,France,,12/6/2018,1,Reg
Q&A,,Who won the 2016 Oscar for Best Actor?,,,,,Leonardo DiCaprio,,12/17/2018,1,Reg
Q&A,,What Great Lake state are you in if your car has broken down in Hell?,,,,,Michigan,,12/20/2018,1,Reg
Q&A,,What continent is cut into two fairly equal halves by the Tropic of Capricorn?,,,,,Australia,,8/1/2022,3,Reg
Q&A,Geography,"Which river is called ""Rio Bravo"" by Mexicans?",,,,,Rio Grande,,12/26/2019,2,Reg
Q&A,Geography,The Charleston dance was named after a city in what state?,,,,,South Carolina,,12/30/2019,3,Reg
Q&A,Geography,This Florida city in Palm Beach county shares its name with a sitcom that starred Eddie Albert and Eva Gabor?,,,,,Green Acres,,5/5/2022,1,Reg
Q&A,Geography,What building is pictured on a bottle of HP sauce?,,,,,Houses of Parliament / Palace of Westminster,,11/26/2022,2,Reg
Q&A,Geography,"By far, THIS is the most populous city in the US.",,,,,New York City,,1/5/2020,1,Reg
Q&A,Arts & Literature,Author J.R.R. Tolkien was a professor at which university?,,,,,Oxford,,11/10/2020,1,Reg
Q&A,,In what ocean did the Titanic sink?,,,,,Atlantic,,12/28/2020,1,Reg
Q&A,,What is the largest island in the Caribbean Sea?,,,,,Cuba,,12/28/2020,1,Reg
Q&A,,"According to statistca.com what US state consumes the most alcohol per capita? Nevada, New Hampshire, or Wyoming",,,,,New Hampshire,,12/28/2020,1,Reg
Q&A,,The French region of Grasse is famous for making what?,,,,,Perfume,,12/28/2020,1,Reg
Q&A,,Where did karaoke originate?,,,,,Japan,,1/1/2021,1,Reg
Q&A,,What is the currency of Austria,,,,,Schilling,,3/5/2021,1,Reg
Q&A,,In what Century was the Metropolitan Museum of Art founded?,,,,,19th it was 1870,,4/29/2021,1,Reg
Q&A,,"In ceramics, what term refers to clay that has been fired but not yet glazed?",,,,,Bisque,,4/29/2021,1,Reg
Q&A,,What group of lakes located in upstate New York are named after a part of the human anatomy?,,,,,Finger Lakes,,5/23/2021,2,Reg
Q&A,,"Aside from Frodo, name one of the hobbits from The Two towers.",,,,,"Sam, Pippin, Merry",,5/23/2021,1,Reg
Q&A,,"In which Asian country is the city of Chiang Mai located? Thailand, China, or Japan",,,,,Thailand,,7/21/2021,1,Reg
Q&A,,"Portland Oregon was almost named Boston Oregon, Hollywood Oregon, or Chicago Oregon.",,,,,Boston Oregon,,7/22/2021,1,Reg
Q&A,,How many states of the United States of America have a Pacific coast?,,,,,5,,12/04/2021,1,Reg
Q&A,,The yak is native to which country?,,,,,China,,12/04/2021,2,Reg
Q&A,,"In which state did Night of the living dead take place; New York, Utah, or Pennsylvania",,,,,Pennsylvania,,1/28/2022,1,Reg
Q&A,,"What nationality were the immigrants who brought fried chicken to America. Irish, Scottish, or German",,,,,Scottish,,1/28/2022,1,Reg
Q&A,,The song “Eye of the Tiger” by the band Survivor was the theme song for what movie released in 1982?,,,,,Rocky III,,7/22-26/2021,1,Reg
Q&A,,What city is Purdue University located in?,,,,,"West Lafayette, IN",,7/22-26/2021,1,Reg
Q&A,,How many U.S. states border the Gulf of Mexico?,,,,,5,,7/26/2021,1,Reg
Q&A,,Saint Nicholas was a Christian Bishop who was from what modern day country?,,,,,Turkey,,8/2/2021,1,Reg
Q&A,,Where can you find London bridge today in the USA ,,,,,Arizona,,,,Reg
Q&A,,Which country grows the most fruit,,,,,China,,,,Reg
Q&A,,Around 1747 British Navy doctor James Lind discovered eating these could prevent scurvy?,,,,,Citrus fruits,,,,Reg
Q&A,,Which leader(s) lived in the Potola Palace?,,,,,Dalai Lama,,,,Reg
Q&A,,"Lying chiefly in California, this national park boasts the lowest point in the Western hemisphere?",,,,,Death Valley,,,,Reg
Q&A,,What would a Scotsman do with a spurtle,,,,,Eat porridge (it’s a spoon),,,,Reg
Q&A,,What is 6 inches bigger in Summer,,,,,Eiffel Tower,,,,Reg
Q&A,,Air Lingus is the national airline of which country,,,,,Ireland,,,,Reg
Q&A,,What is Milan's opera house called,,,,,La Scala,,,,Reg
Q&A,,"In 1982, a little girl, Baby Jessica, was stuck in a well for 56 hours. In which US State did it happen?",,,,,"Midlands, Texas",,,,Reg
Q&A,,This European City is known as the city of lights? ,,,,,Paris,,,,Reg
Q&A,,This is known as the City of Brotherly Love?,,,,,Philadelphia,,,,Reg
Q&A,,the 64-story U.S. steel tower building in this city is one of the tallest buildings in Pennsylvania ,,,,,Pittsburgh ,,,,Reg
Q&A,,What city has Kogoshima as its airport,,,,,Tokyo,,,,Reg
Q&A,,"What would you do with a Yashmak? Would you wear it, Eat it, or Thow it away?",,,,,Wear it,,,,Reg
Q&A,,This Nickelodeon show is about a teenage girl played by Melissa Joan Hart. She describes things that happen in her life.,,,,,Clarissa explains it all,,4/6/2022,1,Reg
Q&A,,"The White house is currently worth 250 Million, 325 million or 400 million?",,,,,Just under 400 Million,,11/27/2018,1,Reg
Q&A,,"According to 2017 U.S. Census data, which contiguous state had the lowest population?",,,,,Wyoming,,11/28/2018,1,Reg
Q&A,,What month is black history month,,,,,February,,12/4/2018,1,Reg
Q&A,,What country gave the United States the Statue of Liberty?,,,,,France,,12/4/2018,1,Reg
Q&A,,What was the 1st war in which one jet plane shot down another,,,,,Koren War,,12/6/2018,3,Reg
Q&A,,Which song with the same title of a movie was at the top of the charts in 1957?,,,,,Tammy/ Jailhouse Rock,,12/6/2018,3,Reg
Q&A,,What space shuttle broke apart in a re-entry in 2003?,,,,,Columbia,,11/26/2022,3,Reg
Q&A,,After Germany's unconditional surrender on 8 May 1945How many military occupation zones was Germany divided in to?,,,,,Four,,12/19/2018,1,Reg
Q&A,,What city did Anne Frank write her diary?,,,,,Amsterdam,,11/26/2022,3,Reg
Q&A,,Who founded the first public library in the United States?,,,,,Benjamin Franklin,,6/19/2019,2,Reg
Q&A,,"How long did it take Leo Tolstoy to write ""War & Peace"" 6 years, 13 years, or 20 years.",,,,,6 years,,11/14/2019,3,Reg
Q&A,,"On April 22, 1996, nations pledged $1.23 billion in aid to rebuild which country?",,,,,Bosnia,,12/26/2019,2,Reg
Q&A,,What U.S. President started the Social Security Administration?,,,,,Franklin Delano Roosevelt,,12/26/2019,2,Reg
Q&A,,"In 1992 George H. W. Bush, Brian Mulroney and Carlos Salinas signed NAFTA? What does the 2 “A”’s stand for",,,,,North Atlantic free trade Agreement,,12/26/2019,2,Reg
Q&A,,The Old South Meeting House was the organizing point for this December 16 1773 event.,,,,,Boston Tea Party,,12/30/2019,2,Reg
Q&A,,"What year was the two-dollar bill last printed in the United States? 1983, 1993 or 2003?",,,,,2003,,1/2/2020,2,Reg
Q&A,,What was the third last state to join the USA?,,,,,Arizona,,1/5/2020,1,Reg
Q&A,,Pierre knows Florida’s official nickname is “the sunshine state”. What other US state claimed this title?,,,,,South Dakota,,11/10/2020,1,Reg
Q&A,,Which founding father believed in “a wall of separation between Church and State” and refused to celebrate Thanksgiving?,,,,,Thomas Jefferson,,11/25/2020,1,Reg
Q&A,,Who was the 16th president of the United States?,,,,,Abraham Lincoln,,1/15/2021,1,Reg
Q&A,,Who was the first US president to be impeached?,,,,,Andrew Johnson,,1/15/2021,2,Reg
Q&A,,Who was the first non-royal to appear on a British postage stamp?,,,,,William Shakespeare,,1/15/2021,1,Reg
Q&A,,What Founding Father is on the 2-dollar bill?,,,,,Thomas Jefferson,,3/21/2021,3,Reg
Q&A,,In 1983 flight 007 carrying 269 people was shot down by a Soviet Su-15 interceptor. Who did the airliner belong to?,,,,,Korea,,5/22/2021,2,Reg
Q&A,,"What year was Alaska sold to the United States? 1867, 1907, or 1957",,,,,1867,,5/23/2021,2,Reg
Q&A,,What decade did the United States require all vehicles (except buses) to have seat belts?,,,,,1960s,,7/19/2021,1,Reg
Q&A,,What state was the first to require vehicle occupants to wear seat belts?,,,,,New York,,7/24/2021,,Reg
Q&A,,"Who directed the film the Green Mile? Frank Darabont, Steven Soderbergh, or Robert Zemeckis?",,,,,Frank Darabont,,08/05/2021,1,Reg
Q&A,,He wrote the third Gospel and the Acts of the Apostles.,,,,,Luke,,08/06/2021,1,Reg
Q&A,,1313 Mockingbird Lane was the address for this TV family,,,,,The Munsters,,08/07/21,1,Reg
Q&A,,What Shakespeare character has the most lines?,,,,,Hamlet,,8/11/2021,1,Reg
Q&A,,What army was known as the Christian Revival Association?,,,,,The Salvation Army,,8/11/2021,1,Reg
Q&A,,What is the Roman name of the Greek god Zeus?,,,,,Jupiter,,8/11/2021,1,Reg
Q&A,,Which famous person invented the cat flap,,,,,Isaac Newton,,8/22/2021,,Reg
Q&A,,a navy rank equal to second lieutenant,,,,,ensign,,1/28/2022,1,Reg
Q&A,,In 2001 Richard Colvin Reid was know as “this” bomber,,,,,Shoe,,7/22-26/2021,1,Reg
Q&A,,"What year was John Lennon killed? 1980, 1982, or 1984",,,,,1980,,7/22-26/2021,1,Reg
Q&A,,What Tunnel helped speed up traffic from New Jersey to Manhattan when it opened in 1927?,,,,,The Holland Tunnel,,7/22-26/2021,1,Reg
Q&A,,What is the name of Santa’s partner who punishes bad children in Central European countries,,,,,The Krampus,,7/22-26/2021,1,Reg
Q&A,,Which decade marked the end of the Cold War?,,,,,1990's,,8/09/2021c,1,Reg
Q&A,Numbers,What number does the Roman numeral XCI represent?,,,,,91,,8/2/2021c,1,Reg
Q&A,History,In which city was Alexander Graham Bell born in 1847,,,,,Edinburgh,,,,Reg
Q&A,History,To where in France do the sick make pilgrimages,,,,,Lourdes,,,,Reg
Q&A,History,In 1656 Christian Huygens invented what type of timekeeper,,,,,Pendulum clock,,,,Reg
Q&A,History,In 1890 the first electric what opened in London,,,,,Underground Railway,,,,Reg
Q&A,US History,"What year was Alaska sold to the United States? 1867, 1907, or 1957",,,,,1867,,,,Reg
Q&A,WWII,In what year was the attack on Pearl Harbor?,,,,,1941,,,,Reg
Q&A,Technology,What was the world’s first high-level programming language,,,,,1957 IBM FORTRAN,,,,Reg
Q&A,,"How many major time zones does the earth have? 24, 25, or 26?",,,,,24,,,,Reg
Q&A,,On August 5 1962 Marilyn Monroe was found dead in her home of am probable suicide. How old was she when she died?,,,,,36,,,,Reg
Q&A,,Emergency medical bundle containing a crispy Hershey's product,,,,,a first aid Kit Kat,,,,Reg
Q&A,History,What was discovered in 1922 by Howard Carter Tutankamen,,,,,A tomb,,,,Reg
Q&A,V.P.’s,Name the U.S. vice president who shot and killed Alexander Hamilton in a duel.,,,,,Aaron Burr,,,,Reg
Q&A,Rulers,King Zog ruled which country ,,,,,Albania,,,,Reg
Q&A,,My schoolteachers said I wouldn’t amount to much.  I was born in Ulm Germany in 1879.  Time Magazine named me man of the century.,,,,,Albert Einstein ,,,,Reg
Q&A,History,What was Britain called - before it was Britain,,,,,Albion,,,,Reg
Q&A,History,Who rode a horse called Bucephalus,,,,,Alexander the Great,,,,Reg
Q&A,History,What nationality was Morse inventor of the famous code,,,,,American ,,,,Reg
Q&A,History,Who invented popcorn,,,,,American Indians,,,,Reg
Q&A,Mathematics,This Greek mathematician has a cylinder-enclosed sphere carved on their grave: ,,,,,Archimedes,,,,Reg
Q&A,History,"on this day in 2009, a 3-D science-fiction epic helmed by ""titanic"" director james cameron, makes its world debut in logon and goes on to become the highest-growwing move in history. Name the film",,,,,avatar,,,,Reg
Q&A,Notorious People ,What was gangsters George Nelsons nickname ,,,,,Baby Face,,,,Reg
Q&A,Inventions,In 1643 Evangalisa Torichelli invented the first what ,,,,,Barometer,,,,Reg
Q&A,Jobs,"Who would ""take silk"" when they begin their job?",,,,,Barrister,,,,Reg
Q&A,Who said that,"“By failing to prepare, you are preparing to fail.”",,,,,Benjamin Franklin,,,,Reg
Q&A,Wars,Which country invented the concentration camp Britain,,,,,Boer War,,,,Reg
Q&A,History,In the 18th century what would a pencil be,,,,,Brush,,,,Reg
Q&A,Religion,"Which religion links Weasak, Dhrammacacka, and Bhodi day?",,,,,Buddhism,,,,Reg
Q&A,History,What concert hall was opened in New York in 1891?,,,,,Carnegie Hall,,,,Reg
Q&A,History,Which flying pioneer was nicknamed the lone eagle,,,,,Charles Lindbergh,,,,Reg
Q&A,History,what country made the wheelbarrow,,,,,China,,,,Reg
Q&A,,"Pair of Disney chipmunks, one of whom is a popular NASCAR driver",,,,,"Chip & Dale Earnhardt, Jr.",,,,Reg
Q&A,,"""Everybody hates"" this comic who is a huge limestone mass overlooking the entrance to the Mediterranean",,,,,Chris Rock of Gibraltar,,,,Reg
Q&A,History,Who performed the first heart transplant in South Africa,,,,,Christian Barnard,,,,Reg
Q&A,Explorers,"Who sailed the Nina, Pinta, and the Santa Maria",,,,,Christopher Columbus,,,,Reg
Q&A,History,What is a Winston Churchill,,,,,Cigar,,,,Reg
Q&A,History,In 1953 what was first successfully transmitted in the USA,,,,,Color Television,,,,Reg
Q&A,History,Why did the state of Indiana ban Robin Hood in 1953,,,,,Communist ,,,,Reg
Q&A,,"Now ear this: it's an ""ear"" vegetable served on a spider structure",,,,,Corn on the cobweb,,,,Reg
Q&A,Wars,In which war was the charge of the Light Brigade ,,,,,Crimean,,,,Reg
Q&A,Inventions,Nekal was the first type of what product (Germany 1917) ,,,,,Detergent,,,,Reg
Q&A,Inventions,Reuben Tice died trying to invent a machine to do what,,,,,Dewrinkle Prunes,,,,Reg
Q&A,Unusual,Why was convict 2599 unusual in Penn State prison 1924 ,,,,,Dog doing life for killing cat,,,,Reg
Q&A,History,Whose boat Bluebird was recently raised from Coniston water,,,,,Donald Campbell,,,,Reg
Q&A,War,Name the legless fighter pilot of WW2,,,,,Douglas Bader,,,,Reg
Q&A,Who said that,“I have a dream that one day little black boys and girls will be holding hands with little white boys and girls.”,,,,,"Dr. Martin Luther King, Jr.",,,,Reg
Q&A,History,What Italian habit did Thomas Coyrat introduce to England 1608,,,,,Eating with forks,,,,Reg
Q&A,Inventions,What was invented by Dr Albert Southwick in 1881 ,,,,,Electric Chair,,,,Reg
Q&A,History,Who was nicknamed The desert Fox (both Names),,,,,Erwin Rommel,,,,Reg
Q&A,History,What country did Italy invade in 1935 Abyssinia - Ethiopia,,,,,Ethiopia,,,,Reg
Q&A,History,Who was the jeweller to the Russian Court famous Easter eggs,,,,,Faberge,,,,Reg
Q&A,Presidents men and women,True or False: Frances Perkins was the first woman to serve as a cabinet secretary when she was appointed Secretary of Labor by President Truman?,,,,,False. FDR appointed Perkins to the position in 1933.,,,,Reg
Q&A,History,How did George II die,,,,,Fell off toilet,,,,Reg
Q&A,Inventions,Which Italian tractor maker tried making cars in 1960s ,,,,,Ferruchio Lamborghini,,,,Reg
Q&A,Wars,Which country had the first women MPs 19 in 1907 ,,,,,Finland,,,,Reg
Q&A,History,What did Britain swap Havana for with Spain in 1763,,,,,Florida,,,,Reg
Q&A,History,Which country had The Dauphin as a ruler ,,,,,France,,,,Reg
Q&A,History,What president had a swimming pool installed in the white house?,,,,,Franklin Roosevelt,,,,Reg
Q&A,History,George V1 Mozart Al Jolson Casanova - which organisation ,,,,,Freemasons,,,,Reg
Q&A,History,Which group believes in The Great Architect of the Universe,,,,,Freemasons,,,,Reg
Q&A,Wars,Kleenex tissues were originally intended as what in 1915 WW1,,,,,Gas mask filters,,,,Reg
Q&A,V.P.’s,This VP served under two different presidents and shares the name with the funk artist who recorded “Atomic Dog”.,,,,,George Clinton,,,,Reg
Q&A,History,Who is the only American president elected unopposed,,,,,George Washington,,,,Reg
Q&A,,"Following the resignation of Nixon on August 8th 1974, who was appointed President?",,,,,Gerald Ford,,,,Reg
Q&A,History,Which country introduced the worlds first diesel loco in 1912,,,,,Germany,,,,Reg
Q&A,History,Which country was the first to introduce old age pensions ,,,,,Germany,,,,Reg
Q&A,,"Parapsychologists, a library, an occult architect",,,,,Ghostbusters,,,,Reg
Q&A,Inventions,Which country invented the bedsprings,,,,,Greeks,,,,Reg
Q&A,Inventions,The guillotine was invented for chopping off what,,,,,Hands,,,,Reg
Q&A,History,Who was known as the Moses of the underground railroad? ,,,,,Harriet Tubman,,,,Reg
Q&A,History,Who was the mother of Castor and Pollux ,,,,,Helen of Troy,,,,Reg
Q&A,History,Roosevelt won the 1932 election - who lost it,,,,,Herbert Hoober,,,,Reg
Q&A,Religion,"Duvali, Dushira and Holi are religious days in which religion ",,,,,Hindu,,,,Reg
Q&A,History,Who designed the first Iron ship the Great Britain in 1845,,,,,I. Kingdom Brunel,,,,Reg
Q&A,History,What were the first false teeth made from,,,,,Ivory,,,,Reg
Q&A,History,Who was Al Gore’s running mate in the 2000 presidential election?,,,,,Joe Lieberman,,,,Reg
Q&A,Presidents men and women,Who was the first Vice President of the United States?,,,,,John Adams,,,,Reg
Q&A,Presidents men and women,"Which US President rejected his presidential salary of $100,000 a year and donated it to various charities instead.",,,,,John F. Kennedy,,,,Reg
Q&A,V.P.’s,"Who was the 10th Vice President and the 10th President? He served the shortest term as Vice President, only 10 days.",,,,,John Tyler,,,,Reg
Q&A,,The Duke & his buddy Garth are featured on this local public access show,,,,,John Wayne's World,,,,Reg
Q&A,Language,"Red flags flown by French ships - Joli Rouge origin of what name?  (pronounced with the French ""J"" sound: ""gho-lee""; and ""roogh"" as in ""lipstick and rouge"")",,,,,Jolly Rodger,,,,Reg
Q&A,Presidents men and women,Who is the most recent U.S. President who also served as Vice President?,,,,,"Joseph Biden, who served as VP under Obama, is the most recent.",,,,Reg
Q&A,Religion,Who betrayed Jesus to the Romans,,,,,Judas (Escariot),,,,Reg
Q&A,History,The Mau Mau were terrorists in which country late 50s early 60s,,,,,Kenya,,,,Reg
Q&A,Inventions,Who invented the first safety razor in 1895,,,,,King Camp Gillette,,,,Reg
Q&A,,Seth Rogen gets Katherine Heigl pregnant while George Clooney flies around the country to fire people.,,,,,Knocked Up in the Air,,,,Reg
Q&A,Inventions,In 1899 the Eastman company in the USA produced first what,,,,,Kodak 1 Hand Held Roll Film Cam,,,,Reg
Q&A,Presidents men and women,"Name the 28th U.S. Secretary of Defense, sworn in on January 22, 2021?",,,,,Lloyd J. Austin III,,,,Reg
Q&A,Math,What did mathematician John Napier invent in 1614,,,,,Logarithms,,,,Reg
Q&A,History,Who piloted the first flight across the English channel ,,,,,Louis Bleriot,,,,Reg
Q&A,Aviation,Who was the first man to fly across the channel ,,,,,Louis Bleriot,,,,Reg
Q&A,History,In 1666 Jesuit Bark was used as a prevention against what,,,,,Malaria,,,,Reg
Q&A,History,In 1901 who first transmitted radio signals across Atlantic,,,,,Marconi,,,,Reg
Q&A,Automotive,In 1901 which brand of car was seen for the first time,,,,,Mercedes,,,,Reg
Q&A,,"Out of Africa 1985, The Devil Wears Prada 2006, Doubt 2008",,,,,Meryl Streep,,,,Reg
Q&A,History,What was the last item shown on British TV before WW2,,,,,Mickey Mouse,,,,Reg
Q&A,Military,What is a Sam Browne ,,,,,Military Belt,,,,Reg
Q&A,History,Who sold Louisiana to the USA in 1803,,,,,Napoleon,,,,Reg
Q&A,Rulers,Which leader died in Saint Helena in the southern Atlantic Ocean,,,,,Napoleon Bonaporte,,,,Reg
Q&A,,2007 Coen Brothers neo-western crime thriller with Tommy Lee Jones and Will Smith fighting aliens?,,,,,No Country for Old Men in Black,,,,Reg
Q&A,History,How did multi millionaire Russell Sage save money,,,,,Not wear Underwear,,,,Reg
Q&A,History,In what month did the Russian October revolution take place,,,,,November,,,,Reg
Q&A,Inventions,In what industry did John Davidson Rockefeller get rich ,,,,,Oil,,,,Reg
Q&A,,"She sang ""Summer Nights"" with Travolta before becoming an author of legal thrillers & ""Calico Joe""",,,,,Olivia Newton-John Grisham,,,,Reg
Q&A,,"Magic phrase used by Ali Baba to enter the cave of the 40 thieves, Big Bird & Elmo’s home",,,,,Open Sesame Street,,,,Reg
Q&A,Inventions,"Gregory Pincus, John Rock, Gerhart Domangk developed what",,,,,Oral Contraceptive,,,,Reg
Q&A,History,Woolworth's - the 5 /10 cent store started in which us state 1979,,,,,Pennsylvania,,,,Reg
Q&A,History,Where did the mutineers of the Bounty settle,,,,,Pitcairn Islands,,,,Reg
Q&A,Inventions,What was invented by Dr Edward Land in 1947,,,,,Polaroid,,,,Reg
Q&A,History,Who was Cleopatra's first husband Ptolemy Dionysus –,,,,,Ptolemy Dionysus,,,,Reg
Q&A,History,How did Buffalo Bill stick to one glass whisky a day,,,,,Quart Glass,,,,Reg
Q&A,History,In 1760 what means of personal transport was invented,,,,,Roller Skates,,,,Reg
Q&A,History,What aid to archaeologists from 197 bc was found in Egypt 1799,,,,,Rosetta Stone,,,,Reg
Q&A,Lets Party ,Patsy Cline’s “crazy” was the theme song of this 1992 third party candidate,,,,,Ross Perot,,,,Reg
Q&A,History,Which country was the first to abolish capitol punishment 1826 ,,,,,Russia,,,,Reg
Q&A,Presidents men and women,Condoleezza Rice held which high-profile cabinet position under President George W. Bush?,,,,,Secretary of State,,,,Reg
Q&A,History,Which Irish political parties name translates as we ourselves,,,,,Sein Fein,,,,Reg
Q&A,History,Where was the battle of Hastings fought,,,,,Senlac Hill,,,,Reg
Q&A,History,What was the first manufactured item to be sold on Hire Purchase,,,,,Singer Sewing Machine,,,,Reg
Q&A,History,What calculating aid was invented by William Oughtred in 1662,,,,,Slide Rule,,,,Reg
Q&A,,"6, relating to 36, goes to the dentist for a less-than-enjoyable pulp procedure",,,,,Square root canal,,,,Reg
Q&A,Inventions,Rene Laennac invented which aid for doctors in 1810,,,,,Stethoscope,,,,Reg
Q&A,,This actor takes a Leap of Faith and replaces Will Smith in the new Bad Boys to be the partner of Marcus Burnett?,,,,,STEVE MARTIN LAWRENCE,,,,Reg
Q&A,Inventions,What weapon was invented by Ernest Swinton used in 1916,,,,,Tank,,,,Reg
Q&A,History,Who composed the ballets Sleeping Beauty and The Nutcracker,,,,,Tchaikovsky,,,,Reg
Q&A,Lets Party,"This is a social gathering generally held in the afternoon - Or, an American political movement ",,,,,Tea Party,,,,Reg
Q&A,,Ordinary viral infection of the nose & throat that symbolized the conflict between the U.S. & Russia,,,,,the common cold war,,,,Reg
Q&A,Who said that,“Be kind whenever possible. It is always possible.”,,,,,The Dalai Lama,,,,Reg
Q&A,History,Which medical tool was developed by Sanctorius in 1612,,,,,Thermometer,,,,Reg
Q&A,Wars,Who designed the WW 1 plane Camel and co designed Hurricane,,,,,Thomas Octave,,,,Reg
Q&A,Inventions,What was the first gramophone record made from Tinfoil,,,,,Tinfoil,,,,Reg
Q&A,Inventions,What did William Addis invent in prison,,,,,Toothbrush,,,,Reg
Q&A,Religion,What was the first country to guarantee freedom of worship ,,,,,Transylvania,,,,Reg
Q&A,History,Which country had the guns of Naverone installed,,,,,Turkey,,,,Reg
Q&A,History,Why was Mary Mallen locked up from 1915 to 1938,,,,,Typhoid Mary,,,,Reg
Q&A,College,"The ""Naked Mile"" took place on which college's campus? University of Michigan, Harvard University, UCLA, Tulane University",,,,,University of Michigan,,,,Reg
Q&A,Inventions,What was invented by James Dewer in 1872,,,,,Vacuum or Thermos Flask,,,,Reg
Q&A,History,In which city was the first public opera house opened,,,,,Venice,,,,Reg
Q&A,Language,Wich Norwegian politicians name became a word for traitor,,,,,Vidkun Quisling,,,,Reg
Q&A,general,Who appeared on the first US postage stamps (both names),,,,,Washington/Franklin,,,,Reg
Q&A,History,Angelo Scicilano is better known as who,,,,,Charles Atlas,Easy,,,Reg
Q&A,Inventions,32 Linus Torwalds invented and wrote what Linux computer,,,,,Linux Computer OS,Easy,,,Reg
Q&A,Notorious People,According to his business card what job did Al Capone do,,,,,Sell 2nd Hand Furniture,Easy,,,Reg
Q&A,History,AG Bell opened school in Boston in 1872 for Teachers of what,,,,,The Deaf,Medium,,,Reg
Q&A,,what is the sum of opposite sides of a die?,,,,,7,,7/19/2021,1,Reg
Q&A,,Maurice Micklewhite became famous as who,,,,,Michael Caine,,,,Reg
Q&A,,John Henry Deutchendorf famous as who (both names),,,,,John Denver,,,,Reg
Q&A,,what space shuttle broke apart in a re-entry in 2003?,,,,,Columbia,,,,Reg
Q&A,,What does Richter measure?,,,,,Earthquakes,,4/19/2016,,Reg
Q&A,,Do bright blue lobsters exist?,,,,,Yes,,11/29/2018,2,Reg
Q&A,,Can you cry in space?,,,,,"No, because there’s no gravity",,12/5/2018,1,Reg
Q&A,,Does outer space have a distinct smell?,,,,,Yes due to dying stars,,12/6/2018,1,Reg
Q&A,,NASA stands for?,,,,,National Aeronautics & Space Administration,,12/11/2018,1,Reg
Q&A,,"a set of electrical conductors, often on a backplane, that carry data and power signals among the various components of a computer",,,,,Bus,,12/12/2018,1,Reg
Q&A,,exposure to sunlight helps a person improve his health because of this vitamin,,,,,Vitamin D,,12/12/2018,1,Reg
Q&A,,This 4-letter Spanish baked custard is coated with caramel.,,,,,flan,,2/28/2022c,2,Reg
Q&A,Science & Nature,What time are daylight saving changes made in the US?,,,,,,,12/19/2018,1,Reg
Q&A,Science & Nature,"The bend in a flamingo’s knee is its knee, true or false?",,,,,"False, it’s an ankle",,12/19/2018,1,Reg
Q&A,Science & Nature,What do snakes use to smell?,,,,,Their tongue,,12/26/2018,1,Reg
Q&A,Science & Nature,What is the largest mammal in the world?,,,,,Blue Whale,,12/27/2018,2,Reg
Q&A,Science & Nature,“For every action there is an equal and opposite reaction.” Whose third law is this?,,,,,Newton,,12/27/2018,2,Reg
